Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,Unnamed: 18,final_text,english_final_text,spacy_sentiment,vedar_sentiment
1435441213100933126,Aquí está el link: https://t.co/u3q4IqAoQ0,Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T03:13:49.000Z,Wed Sep 08 03:13:49 +0000 2021,2465,456,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,https://play.google.com/store/apps/details?id=com.chivo.wallet ,0,0,,,,,,Aquí está el link: https://t.co/u3q4IqAoQ0,Here is the link: https://t.co/u3q4iqaoq0,Neutral,Neutral
1435455007835496448,"Segunda quincena con una pequeña baja en los precios de la gasolina.

Hay que aclarar que EL GOBIERNO NO TIENE NADA QUE VER EN LOS CAMBIOS DE LOS PRECIOS DE LOS COMBUSTIBLES.

Las variaciones en estos precios dependen únicamente del mercado internacional. https://t.co/MpNGpkWLM8",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T04:08:37.000Z,Wed Sep 08 04:08:37 +0000 2021,3349,487,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/EconomiaSV/status/1434994765800562693 ,0,0,,,,,,"Segunda quincena con una pequeña baja en los precios de la gasolina.

Hay que aclarar que EL GOBIERNO NO TIENE NADA QUE VER EN LOS CAMBIOS DE LOS PRECIOS DE LOS COMBUSTIBLES.

Las variaciones en estos precios dependen únicamente del mercado internacional. https://t.co/MpNGpkWLM8","Second fortnight with a small low at gas prices.

It is necessary to clarify that the government has nothing to do with changes in fuel prices.

Variations in these prices depend solely on the international market.https://t.co/mpngpkwlm8.",Neutral,Negative
1435481125741289472,"Aprovecharemos la madrugada para hacerle ajustes a @chivowallet, mejorar la experiencia de usuario y los problemas que dio durante el día.

Desconectaremos el sistema de 1am a 6am para hacer estos ajustes.

Nuestros equipos ya están listos.

Esperamos que mañana sea mucho mejor.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T05:52:24.000Z,Wed Sep 08 05:52:24 +0000 2021,6561,760,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,,,,,,"Aprovecharemos la madrugada para hacerle ajustes a @chivowallet, mejorar la experiencia de usuario y los problemas que dio durante el día.

Desconectaremos el sistema de 1am a 6am para hacer estos ajustes.

Nuestros equipos ya están listos.

Esperamos que mañana sea mucho mejor.","We will take advantage of the dawn to make adjustments to @chivowallet, improve the user experience and the problems it gave during the day.

We will disconnect the system from 1am to 6am to make these settings.

Our teams are ready.

We hope that tomorrow is much better.",Positive,Positive
1435481977344376835,"Mientras tanto, pueden ayudarnos contándonos los problemas que tuvieron, llenando este formulario: https://t.co/LR0E1dzAbm

Esto nos ayudará a resolver su problema en específico y a mejorar la experiencia de todos.

El sitio quedará abierto para futuras asistencias técnicas.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T05:55:48.000Z,Wed Sep 08 05:55:48 +0000 2021,3437,457,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,http://consulta.chivowallet.com ,0,0,,,,,,"Mientras tanto, pueden ayudarnos contándonos los problemas que tuvieron, llenando este formulario: https://t.co/LR0E1dzAbm

Esto nos ayudará a resolver su problema en específico y a mejorar la experiencia de todos.

El sitio quedará abierto para futuras asistencias técnicas.","Meanwhile, they can help us tell us the problems they had, filling this form: https://t.co/lr0e1dzabm

This will help us solve your specific problem and improve everyone's experience.

The site will be open for future technical assistance.",Neutral,Positive
1435575187982983169,"Hemos terminado el mantenimiento de hoy de @chivowallet.

Reporten cualquier problema de funcionamiento acá, en los comentarios.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T12:06:11.000Z,Wed Sep 08 12:06:11 +0000 2021,7129,824,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,,,,,,"Hemos terminado el mantenimiento de hoy de @chivowallet.

Reporten cualquier problema de funcionamiento acá, en los comentarios.","We have finished today's maintenance of @chivowallet.

Report any problem of operation here, in the comments.",Neutral,Negative
1435576454037876738,"Si aún les sale esta pantalla, por favor cerrar y volver a abrir el app. https://t.co/XoHJ8IxSAn",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T12:11:13.000Z,Wed Sep 08 12:11:13 +0000 2021,2877,310,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,photo,https://pbs.twimg.com/media/E-wxLQ6WQAUPBhf.jpg,,,,"Si aún les sale esta pantalla, por favor cerrar y volver a abrir el app. https://t.co/XoHJ8IxSAn","If this screen still comes out, please close and reopen the app.https://t.co/xohj8ixsan.",Neutral,Positive
1435664945643917321,"Ya está disponible @chivowallet en @GooglePlay, para los 156 smartphones de ALCATEL.

La idea de ir por partes es para no saturar los servidores con tantas inscripciones al mismo tiempo.

Todavía estamos afinando pequeños detalles.

Pronto estarán disponibles muchos más modelos.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T18:02:51.000Z,Wed Sep 08 18:02:51 +0000 2021,5380,800,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,2,,,,,,"Ya está disponible @chivowallet en @GooglePlay, para los 156 smartphones de ALCATEL.

La idea de ir por partes es para no saturar los servidores con tantas inscripciones al mismo tiempo.

Todavía estamos afinando pequeños detalles.

Pronto estarán disponibles muchos más modelos.","@Chivowallet is now available in @googleplay, for the 156 Smartphones of Alcatel.

The idea of going on parts is not to saturate the servers with as many incryption at the same time.

We are still tuning small details.

Many more models will soon be available.",Positive,Neutral
1435668619959095305,Aquí el link de descarga para los 156 modelos de smartphones que tiene ALCATEL: https://t.co/u3q4IqAoQ0,Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T18:17:27.000Z,Wed Sep 08 18:17:27 +0000 2021,1811,270,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,https://play.google.com/store/apps/details?id=com.chivo.wallet ,0,0,,,,,,Aquí el link de descarga para los 156 modelos de smartphones que tiene ALCATEL: https://t.co/u3q4IqAoQ0,Here the download link for the 156 Models of Smartphones that Alcatel has: https://t.co/u3q4iqaoq0,Neutral,Neutral
1435699813639757832,🇸🇻 https://t.co/ixrvuL49J4,Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T20:21:24.000Z,Wed Sep 08 20:21:24 +0000 2021,3630,385,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/indeselsalvador/status/1435692969055637513 ,0,0,,,,,,🇸🇻 https://t.co/ixrvuL49J4,🇸🇻 https://t.co/ixrvuL49J4,Neutral,Neutral
1435727032915271684,Nuestros héroes azules finalmente la capturaron 😎 https://t.co/Tayim8Qhv2,Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T22:09:33.000Z,Wed Sep 08 22:09:33 +0000 2021,6443,620,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/PNCSV/status/1435710259289632768 ,0,0,,,,,,Nuestros héroes azules finalmente la capturaron 😎 https://t.co/Tayim8Qhv2,Our blue heroes finally captured it 😎 https://t.co/tayim8qhv2,Neutral,Positive
1435732472277385223,"Ya está disponible @chivowallet en @GooglePlay, para los 156 modelos de smartphones de LG.

Vamos por partes es para no saturar los servidores con tantas inscripciones al mismo tiempo.

Todavía afinamos pequeños detalles.

Muy pronto estarán disponibles muchos más modelos.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T22:31:10.000Z,Wed Sep 08 22:31:10 +0000 2021,4664,679,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,2,,,,,,"Ya está disponible @chivowallet en @GooglePlay, para los 156 modelos de smartphones de LG.

Vamos por partes es para no saturar los servidores con tantas inscripciones al mismo tiempo.

Todavía afinamos pequeños detalles.

Muy pronto estarán disponibles muchos más modelos.","@Chivowallet is now available in @googleplay, for 156 LG smartphones models.

Let's go by parts it is not to saturate the servers with as many inscriptions at the same time.

We still affine little details.

Many more models will be available soon.",Positive,Neutral
1435733135501705220,"Aquí está el link de descarga para los 156 modelos de smartphones de LG: https://t.co/u3q4IqAoQ0

Poco poco, no es fácil, pero ya casi logramos tener todo al 100%.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T22:33:48.000Z,Wed Sep 08 22:33:48 +0000 2021,2220,328,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,https://play.google.com/store/apps/details?id=com.chivo.wallet ,0,0,,,,,,"Aquí está el link de descarga para los 156 modelos de smartphones de LG: https://t.co/u3q4IqAoQ0

Poco poco, no es fácil, pero ya casi logramos tener todo al 100%.","Here is the download link for 156 LG smartphones models: https://t.co/u3q4iqaoq0

Little little, it is not easy, but we almost have everything 100% have everything.",Neutral,Negative
1435747788227293185,¡El himno más hermoso del mundo! 🇸🇻,Nayib Bukele 🇸🇻,nayibbukele,2021-09-08T23:32:02.000Z,Wed Sep 08 23:32:02 +0000 2021,8766,636,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,,¡El himno más hermoso del mundo! 🇸🇻,The most beautiful anthem in the world!🇸🇻.,Positive,Positive
1435797199804325896,"Este día, El Salvador ha sobrepasado las 3 millones de personas con el esquema de vacunación completo (2 dosis), contra el #COVID19.

3,001,235 para ser exactos. 

Los demás ya tienen una dosis, falta que se animen o no se quieren vacunar.

Citas aquí: https://t.co/b8ZMvZRznv",Nayib Bukele 🇸🇻,nayibbukele,2021-09-09T02:48:22.000Z,Thu Sep 09 02:48:22 +0000 2021,5246,783,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://www.vacunacioncovid19.gob.sv ,1,0,,,,,,"Este día, El Salvador ha sobrepasado las 3 millones de personas con el esquema de vacunación completo (2 dosis), contra el #COVID19.

3,001,235 para ser exactos. 

Los demás ya tienen una dosis, falta que se animen o no se quieren vacunar.

Citas aquí: https://t.co/b8ZMvZRznv","This day, El Salvador has surpassed the 3 million people with the complete vaccination scheme (2 doses), against # Covid19.

3,001,235 to be accurate.

The others already have a dose, lack that they are encouraged or do not want to be vaccinated.

Appointments here: https://t.co/b8zmvzrznv",Positive,Neutral
1435813236738170880,"This thread 👇🏼

#Bitcoin🇸🇻 https://t.co/6sxgBEUs2M",Nayib Bukele 🇸🇻,nayibbukele,2021-09-09T03:52:06.000Z,Thu Sep 09 03:52:06 +0000 2021,3595,451,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/Bitcoinbeach/status/1435803409177878530 ,1,0,,,,,,"This thread 👇🏼

#Bitcoin🇸🇻 https://t.co/6sxgBEUs2M","This thread 👇🏼

#Bitcoin🇸🇻 https://t.co/6sxgBEUs2M",Neutral,Neutral
1435854266892263427,"Aprovecharemos otra vez la madrugada para hacerle más ajustes a @chivowallet.

Estamos corrigiendo los detalles que van quedando.

Desconectaremos el sistema de 1am a 6am para hacer estos ajustes.

Esperamos que la experiencia de usuario sea aún mejor.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-09T06:35:08.000Z,Thu Sep 09 06:35:08 +0000 2021,6311,647,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,,,,,,"Aprovecharemos otra vez la madrugada para hacerle más ajustes a @chivowallet.

Estamos corrigiendo los detalles que van quedando.

Desconectaremos el sistema de 1am a 6am para hacer estos ajustes.

Esperamos que la experiencia de usuario sea aún mejor.","We will take advantage of again at dawn to make more adjustments to @chivowallet.

We are correcting the details that are going.

We will disconnect the system from 1am to 6am to make these settings.

We hope that the user experience is even better.",Positive,Positive
1435854518080745475,"Mientras tanto, pueden ayudarnos contándonos los problemas que tuvieron, llenando este formulario: https://t.co/LR0E1dzAbm

Esto nos ayudará a resolver su problema en específico y a mejorar la experiencia de todos.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-09T06:36:08.000Z,Thu Sep 09 06:36:08 +0000 2021,2973,348,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,http://consulta.chivowallet.com ,0,0,,,,,,"Mientras tanto, pueden ayudarnos contándonos los problemas que tuvieron, llenando este formulario: https://t.co/LR0E1dzAbm

Esto nos ayudará a resolver su problema en específico y a mejorar la experiencia de todos.","Meanwhile, they can help us tell us the problems they had, filling this form: https://t.co/lr0e1dzabm

This will help us solve your specific problem and improve everyone's experience.",Neutral,Positive
1436076589775822855,🇸🇻 https://t.co/7aiPRnbJMc,Nayib Bukele 🇸🇻,nayibbukele,2021-09-09T21:18:34.000Z,Thu Sep 09 21:18:34 +0000 2021,7058,648,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/indeselsalvador/status/1436067428715401223 ,0,0,,,,,,🇸🇻 https://t.co/7aiPRnbJMc,🇸🇻 https://t.co/7aiPRnbJMc,Neutral,Neutral
1436173827327811594,😢 https://t.co/GdQeaUJgKh,Nayib Bukele 🇸🇻,nayibbukele,2021-09-10T03:44:57.000Z,Fri Sep 10 03:44:57 +0000 2021,13677,1472,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/CNBC/status/1435936759515435015 ,0,0,,,,,,😢 https://t.co/GdQeaUJgKh,😢 https://t.co/GdQeaUJgKh,Neutral,Negative
1436195869414547458,"El sistema nacional de @PROCIVILSV ha incrementado la alerta por lluvias a ALERTA AMARILLA.

Todas las instituciones gubernamentales deben activarse ante las fuertes lluvias que caen por todo el territorio nacional.

Números para llamar en caso de emergencia: https://t.co/fMy9oLuGfl",Nayib Bukele 🇸🇻,nayibbukele,2021-09-10T05:12:33.000Z,Fri Sep 10 05:12:33 +0000 2021,4422,816,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,photo,https://pbs.twimg.com/media/E-5kiBOXsAMw-TS.jpg,,,,"El sistema nacional de @PROCIVILSV ha incrementado la alerta por lluvias a ALERTA AMARILLA.

Todas las instituciones gubernamentales deben activarse ante las fuertes lluvias que caen por todo el territorio nacional.

Números para llamar en caso de emergencia: https://t.co/fMy9oLuGfl","The National System of @PROCIVILSV has increased the alert for rains to yellow alert.

All government institutions must be activated before heavy rains that fall throughout the national territory.

Numbers to call in case of emergency: https://t.co/fmy9olugfl",Neutral,Positive
1436198362160799744,"Zonas más afectadas, por el momento:

Chalatenango
Cabañas
San Salvador
Santa Ana
San Miguel
La Unión

Aunque nos reportan lluvias en los 14 departamentos. https://t.co/jDR5nl07O1",Nayib Bukele 🇸🇻,nayibbukele,2021-09-10T05:22:27.000Z,Fri Sep 10 05:22:27 +0000 2021,2268,358,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,video,https://video.twimg.com/ext_tw_video/1436198348357345290/pu/vid/496x480/dlRCyXemAeqMMCAh.mp4?tag=12,,,,"Zonas más afectadas, por el momento:

Chalatenango
Cabañas
San Salvador
Santa Ana
San Miguel
La Unión

Aunque nos reportan lluvias en los 14 departamentos. https://t.co/jDR5nl07O1","Areas most affected, at the moment:

Chalatenango.
Cabañas
San Salvador
Saint Ana
San Miguel
The Union

Although he was reported by rains in the 14 departments.https://t.co/jdr5nl07o1",Positive,Negative
1436494759623856166,"Este es el mapa actualizado por @PROCIVILSV de las ALERTAS por las fuertes lluvias, estratificadas por zonas en todo el territorio nacional.

En las próximas horas, las alertas podrían subir.

Por favor, todos tomen las precauciones debidas y evitemos tragedias. https://t.co/qlOOGc0yBy",Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T01:00:14.000Z,Sat Sep 11 01:00:14 +0000 2021,3713,775,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,photo,https://pbs.twimg.com/media/E-90XbbXEBABnBH.jpg,,,,"Este es el mapa actualizado por @PROCIVILSV de las ALERTAS por las fuertes lluvias, estratificadas por zonas en todo el territorio nacional.

En las próximas horas, las alertas podrían subir.

Por favor, todos tomen las precauciones debidas y evitemos tragedias. https://t.co/qlOOGc0yBy","This is the map updated by @PROCIVILSV from the alerts by the heavy rains, stratified by areas throughout the national territory.

In the next few hours, alerts could go up.

Please, all take precautions due and avoid tragedies.https://t.co/qloogc0yby.",Neutral,Neutral
1436497805758107671,"Si las autoridades le piden movilizarse a un albergue, hágalo.

Las cosas materiales se pueden reponer, su vida y la de sus seres queridos, no.

Tenemos albergues listos en todo el país. Nuestros equipos brindarán transporte, seguridad, alimentación y atención sanitaria. https://t.co/FsAPksvCcr",Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T01:12:20.000Z,Sat Sep 11 01:12:20 +0000 2021,2594,502,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,photo,https://pbs.twimg.com/media/E-93I-yXEAQbQrX.jpg,,,,"Si las autoridades le piden movilizarse a un albergue, hágalo.

Las cosas materiales se pueden reponer, su vida y la de sus seres queridos, no.

Tenemos albergues listos en todo el país. Nuestros equipos brindarán transporte, seguridad, alimentación y atención sanitaria. https://t.co/FsAPksvCcr","If the authorities ask you to mobilize a hostel, do it.

Material things can be replaced, their life and that of their loved ones, no.

We have hostels ready throughout the country.Our teams will provide transportation, safety, food and health care.https://t.co/fsapksvcccr.",Positive,Positive
1436519453177663493,"Aquí pueden ver como estas ONG prefieren empobrecer al pueblo salvadoreño, con tal de lograr sus objetivos políticos y promover su agenda globalista.

Ellos no son amigos de El Salvador, son todo lo contrario. Esta carta lo demuestra.

Interesante el medio que escogieron 😉 https://t.co/uOGBr8oB1Q",Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T02:38:21.000Z,Sat Sep 11 02:38:21 +0000 2021,5317,1228,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/_elfaro_/status/1436439732863569925 ,0,0,,,,,,"Aquí pueden ver como estas ONG prefieren empobrecer al pueblo salvadoreño, con tal de lograr sus objetivos políticos y promover su agenda globalista.

Ellos no son amigos de El Salvador, son todo lo contrario. Esta carta lo demuestra.

Interesante el medio que escogieron 😉 https://t.co/uOGBr8oB1Q","Here you can see how these NGOs prefer to impoverish the Salvadoran people, in order to achieve their political objectives and promote their globalist agenda.

They are not friends of El Salvador, they are the opposite.This letter demonstrates it.

Interesting the medium that chose 😉 https://t.co/UOGBR8OB1Q",Positive,Positive
1436774835607191554,"Subcampeones de dobles mixtos en el #USOpen 🇸🇻

¡Bravo @CheloArevaloATP!!! 👏🏼👏🏼👏🏼 https://t.co/x7EcNn83Tj",Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T19:33:09.000Z,Sat Sep 11 19:33:09 +0000 2021,3676,419,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/indeselsalvador/status/1436756590250676224 ,1,1,,,,,,"Subcampeones de dobles mixtos en el #USOpen 🇸🇻

¡Bravo @CheloArevaloATP!!! 👏🏼👏🏼👏🏼 https://t.co/x7EcNn83Tj","Subcamopes mixed doubles in the #usopen 🇸🇻

Bravo @cheloarevaloatp !!!👏🏼👏🏼👏🏼 https://t.co/x7ecnn83tj.",Neutral,Neutral
1436784781480677381,"Hubo un accidente de tránsito en la Carretera del Litoral, en el cantón El Ciprés, en Conchagua, La Unión. Un camión donde se transportaban niños, con algunos familiares, se precipitó en una quebrada.

20 heridos y 2 fallecidos. Los fallecidos son mayores. https://t.co/QoubHdR0iJ",Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T20:12:40.000Z,Sat Sep 11 20:12:40 +0000 2021,3962,582,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/E_B8I51WYAUS46g.jpg,,,,"Hubo un accidente de tránsito en la Carretera del Litoral, en el cantón El Ciprés, en Conchagua, La Unión. Un camión donde se transportaban niños, con algunos familiares, se precipitó en una quebrada.

20 heridos y 2 fallecidos. Los fallecidos son mayores. https://t.co/QoubHdR0iJ","There was a traffic accident on the coastal road, in the canton the cypress, in Conchagua, the Union.A truck where children were transported, with some relatives, rushed into a Quebrada.

20 wounded and 2 deceased.The deceased are greater.https://t.co/qoubhdr0ij.",Neutral,Negative
1436785203377283075,"Rescatistas, miembros de la @PNCSV y @FUERZARMADASV ya movilizaron a todos las personas del lugar, muchos al hospital de La Unión.

Los que requieran mayor atención serán traslados por el SEM a diversos hospitales, donde tendrán la mejor atención médica posible. https://t.co/XoNJCDiDJk",Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T20:14:21.000Z,Sat Sep 11 20:14:21 +0000 2021,1455,188,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,2,photo,https://pbs.twimg.com/media/E_B8hubXoAENrfd.jpg,,,,"Rescatistas, miembros de la @PNCSV y @FUERZARMADASV ya movilizaron a todos las personas del lugar, muchos al hospital de La Unión.

Los que requieran mayor atención serán traslados por el SEM a diversos hospitales, donde tendrán la mejor atención médica posible. https://t.co/XoNJCDiDJk","Rescuers, members of the @PNCSV and @fuerzarmadasv already mobilized all the people of the place, many to the Union Hospital.

Those who require more attention will be transfed by SEM to various hospitals, where they will have the best possible medical care.https://t.co/xonjcdidjk.",Positive,Positive
1436789935789391872,"En total son 26 accidentados, 2 fallecidos, 2 en estado crítico que están siendo trasladados. 

El resto de pasajeros están en su mayoría heridos.

Dios guíe la mano de los médicos.",Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T20:33:09.000Z,Sat Sep 11 20:33:09 +0000 2021,2736,221,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,,"En total son 26 accidentados, 2 fallecidos, 2 en estado crítico que están siendo trasladados. 

El resto de pasajeros están en su mayoría heridos.

Dios guíe la mano de los médicos.","In total they are 26 rugged, 2 deceased, 2 in critical state that are being transferred.

The rest of the passengers are mostly injured.

God guide the hand of the doctors.",Neutral,Positive
1436791966553948161,El número de pacientes críticos ha subido a 4 (2 niños y 2 adultos).,Nayib Bukele 🇸🇻,nayibbukele,2021-09-11T20:41:13.000Z,Sat Sep 11 20:41:13 +0000 2021,2376,211,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,,El número de pacientes críticos ha subido a 4 (2 niños y 2 adultos).,The number of critical patients has uploaded to 4 (2 children and 2 adults).,Neutral,Negative
1436860722525261825,"Orgulloso de ustedes diputada.

Los que se autoproclaman “defensores de la democracia” le quitaron el derecho a votar a la tercera parte de nuestra población.

Ahora ustedes les reconocen ese derecho que todo salvadoreño debe tener.

Sin importar el lugar donde se encuentre. https://t.co/S2WX2GGpfl",Nayib Bukele 🇸🇻,nayibbukele,2021-09-12T01:14:26.000Z,Sun Sep 12 01:14:26 +0000 2021,4869,800,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/MarcelaPinedaSV/status/1436855210299826178 ,0,0,,,,,,"Orgulloso de ustedes diputada.

Los que se autoproclaman “defensores de la democracia” le quitaron el derecho a votar a la tercera parte de nuestra población.

Ahora ustedes les reconocen ese derecho que todo salvadoreño debe tener.

Sin importar el lugar donde se encuentre. https://t.co/S2WX2GGpfl","Proud of you deputy.

Those who self-proclaim ""Democracy Defenders"" took away the right to vote on the third part of our population.

Now you recognize that right that all Salvadoran must have.

Regardless of the place where you are.https://t.co/s2wx2ggpfl.",Positive,Positive
1436881171032547337,"On September 11, to the people of the United States of America 🇸🇻🇺🇸 https://t.co/Iko6ZeP7lb",Nayib Bukele 🇸🇻,nayibbukele,2021-09-12T02:35:41.000Z,Sun Sep 12 02:35:41 +0000 2021,15432,1748,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/E_DTzttXMAQ08HU.jpg,,,,"On September 11, to the people of the United States of America 🇸🇻🇺🇸 https://t.co/Iko6ZeP7lb","On September 11, to the people of the United States of America 🇸🇻🇺🇸 https://t.co/Iko6ZeP7lb",Neutral,Positive
1437171070637903875,"Nuevas alertas por las lluvias que continúan en todo el territorio nacional.

Altísima probabilidad de deslizamientos de tierra.

Todas las instituciones del Estado deben hacer todo lo necesario para evitar tragedias.

Se le pide a la población colaborar con las autoridades. https://t.co/YJ0fRDXmlC",Nayib Bukele 🇸🇻,nayibbukele,2021-09-12T21:47:39.000Z,Sun Sep 12 21:47:39 +0000 2021,2544,479,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/PROCIVILSV/status/1437155087567233025 ,0,0,,,,,,"Nuevas alertas por las lluvias que continúan en todo el territorio nacional.

Altísima probabilidad de deslizamientos de tierra.

Todas las instituciones del Estado deben hacer todo lo necesario para evitar tragedias.

Se le pide a la población colaborar con las autoridades. https://t.co/YJ0fRDXmlC","New alerts for the rains that continue throughout the national territory.

High probability of landslides.

All State institutions must do everything necessary to avoid tragedies.

The population is asked to collaborate with the authorities.https://t.co/yj0frdxmlc.",Neutral,Negative
1437175820028633096,"¿Vieron la indignación de la “Comunidad Internacional” por esto?

Yo tampoco. Prefirieron indignarse porque en El Salvador hicimos TODO LO CONTRARIO.

Toca escoger un camino y el nuestro está claro.

Se enoje quien se enoje. https://t.co/MmNyJ8cCc6",Nayib Bukele 🇸🇻,nayibbukele,2021-09-12T22:06:31.000Z,Sun Sep 12 22:06:31 +0000 2021,9038,2144,es,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/Forbes_CA/status/1437053385312661514 ,0,0,,,,,,"¿Vieron la indignación de la “Comunidad Internacional” por esto?

Yo tampoco. Prefirieron indignarse porque en El Salvador hicimos TODO LO CONTRARIO.

Toca escoger un camino y el nuestro está claro.

Se enoje quien se enoje. https://t.co/MmNyJ8cCc6","Did they see the indignation of the ""international community"" for this?

Neither do I.They preferred to be outraged because in El Salvador we did the opposite.

Take to choose a path and ours is clear.

He gets angry who gets angry.https://t.co/mmnyj8ccc6.",Negative,Negative
1437267106198863873,👀 https://t.co/Tcg9USu3JW,Nayib Bukele 🇸🇻,nayibbukele,2021-09-13T04:09:15.000Z,Mon Sep 13 04:09:15 +0000 2021,2884,369,und,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/cguanacas/status/1437239270176141322 ,0,0,,,,,,👀 https://t.co/Tcg9USu3JW,👀 https://t.co/Tcg9USu3JW,Neutral,Neutral
